id,text,generated,model,prompt_type
essay_347,"Нередко дети не уважают, а потому и не усваивают опыт родителей, считая, что он уже устарел. Да и сами отцы-основатели иногда отталкивают молодежь занудством, предвзятым отношением и морализаторством. Из-за этого рушатся связи поколений, и последствия этого разрушения весьма трагичны. Чтобы убедиться в этом, достаточно взглянуть на примеры из литературы. В романе-эпопее М. А. Шолохова «Тихий Дон» революция и гражданская война уничтожают преемственность поколений в семьях казаков. Их менталитет веками строился на традициях, которые разрушились под влиянием вражды людей. У них появились разные убеждения, которые они были готовы отстаивать, проливая братскую кровь. Если до революционных событий в семьях казаков царило единодушие, то после них даже самые близкие люди перестали понимать друг друга. Например, отец Григория Мелехова, как и его предки, имел четкое представление о жизни: воевать нужно за царя и веру. Но его сын пошел заодно с красными комиссарами, отстаивая противоположные убеждения: царя долой, бога нет. Да и младшая дочь Пантелея вышла замуж против воли родни за Мишку, который тоже идет за большевиками. Семья раскололась, и новое поколение отвергло опыт предыдущего поколения. Каковы же последствия? Григорий потерял семью, потерял себя, окончательно запутался в том, что проповедуют обе стороны. Судьбу Дуняши тоже трудно назвать счастливой, ведь она была замужем за тем, кого в деревне считали врагом. Оба героя не нашли счастья в ценностях, чуждых их происхождению. В романе И. С. Тургенева «Отцы и дети» преемственность поколений тоже разрушена, ведь главный герой почти не общается с родственниками. Евгений путешествует, приезжает в гости, делает открытия, но на семью времени он не находит, поэтому его становление происходит вдали от дома. Когда Базаров, наконец, приезжает к своим старикам, он откладывает разговор с отцом, ссылаясь на усталость, хоть и не спит всю ночь. А ведь его не было три года! После трех дней нелюбезного и скудного общения Евгений снова уезжает, так и не восстановив связь с отцом и матерью. Они бы и рады поговорить, рады поделиться опытом, в том числе и профессиональным, но сын игнорирует их старания наладить беседу. Каковы же последствия? Базаров умер, заразившись тифом, и только его родители навещали могилку на сельском кладбище. Евгений так и не научился у этих людей созданию крепкой семьи, выстраиванию отношений с противоположным полом, поэтому он не смог ни завоевать расположение Анны, ни смириться с ее отказом. Эта эмоциональная незрелость стала косвенной причиной его ранней смерти. Таким образом, последствия разрушения преемственности поколений всегда трагичны и необратимы. Без опыта отцов дети делают непоправимые ошибки, уничтожая традиции, идеалы и ценности прошлых эпох. Но на развалинах старого они уже не могут создать ничего нового, поэтому они горько разочаровываются в жизни и, как правило, преждевременно ее покидают.",0,human,none
essay_348,"Михаил Юрьевич Лермонтов по праву считается одним из величайших русских поэтов и прозаиков. Человек тяжелой судьбы, он, несомненно, оставил след в сердце каждого неравнодушного читателя. Не удивительно, ведь автор был поистине человеком своего времени. То, что он пережил, выражается, конечно, в образе лирического героя. Вечный странник, изгой общества, непонятый и непринятый современниками, терзаемый муками обрести душевную гармонию и любовь, он во многом отражает личность самого поэта. Свои боль, сокровенные переживания и ощущение безысходности Михаил Юрьевич постарался выразить в поэтических строках, начинающихся со слов «Выхожу один я на дорогу…». Автор будто предвидит закат своей жизни, крушение несбыточных надежд и неотвратимость бытия. Тот бунтарский дух, который зародился в юном Лермонтове и жаждал стремительного выхода, заметно ослаб и утих в поздних строках: «Уж не жду от жизни ничего я, И не жаль мне прошлого ничуть; Я ищу свободы и покоя! Я б хотел забыться и заснуть!» Уж не жду от жизни ничего я, И не жаль мне прошлого ничуть; Я ищу свободы и покоя! Я б хотел забыться и заснуть! Поэт пребывает в угнетенном состоянии одиночества. Он один на дороге жизни. При этом автор демонстрирует удивительный синтез смирения с судьбой, бессмысленности жизни и внутренней отстраненности с легким призраком надежды на обретение любви и покоя. Того, к чему всю жизнь стремились его сердце, нрав, талант и воля. Общее настроение текста упадочное, грустное, но все же поэт верит в возможность того, что он окажется в гармонии с сами собой. Как истинный романтик, он идеализирует иной мир, придает ему возвышенные черты. В жизни, в реальности лирический герой разочаровался, осталось лишь смутное предчувствие того, что за гранью бытия он встретит воплощение свой мечты. Лирический герой в лице поэта выходит навстречу своей судьбе, предчувствуя неизбежный конец своего жизненного пути. И, на первый взгляд, парадоксально, но лишь в этот момент душа его обретает столь долго искомую и желанную гармонию. Нелли Зиновьева",0,human,none
essay_349,"Произведение Александра Исаевича Солженицына первоначально должно было называться «Не стоит село без праведника», но сегодня оно известно нам как «Матрёнин двор». Это не случайно. Главная героиня – крестьянка Матрёна Григорьева. Всю свою жизнь она посвятила работе на благо других. Женщина помогала даже незнакомым людям и ничего не просила взамен. Единственное её «богатство» — домашние животные и растения в горшках. У Матрёны Григорьевой была тяжёлая жизнь. Смерть матери, раннее замужество не по любви, нужда и лишения… Возлюбленный жених пропал без вести, девушка по настоянию его родни вышла замуж за его брата, Ефима. Фаддей вернулся, но было уже поздно: за предательство он возненавидел новоявленную родственницу. Но и на том ее злоключения не закончились. Героиня потеряла всех детей и мужа. Осталась только воспитанница Кира, дочь Фаддея. Теперь Матрёна Васильевна освобождена от работы: она часто болеет, но никого не хочет обременять своими проблемами и даже не всегда вызывает врача. Она неизменно добра, ласкова и приветлива. Она верит в Бога и никогда не жалуется. Ее смиренный характер все испытания принимает безропотно. Мы встречаем Матрёну Григорьеву, когда она помогает Кире во время разделения дома: семья воспитанницы перевозит имущество. Женщина не может остаться в стороне и, несмотря на болезнь, участвует в перевозке наравне со всеми. Неожиданно сани, в которых лежат вещи, застревают на переезде. Старушка пытается их спасти и попадает под поезд. Так заканчивается жизнь простого сельского человека, который жил мудро и праведно. Оказывается, что родным некому больше помочь. Но друзья и родственники Матрёны пока не понимают этого: они озабочены лишь вопросом разделения нехитрого имущества. Читатель убеждается: село на самом деле не может стоять без праведника – человека, наверное, незаметного, но готового поддержать в трудную минуту, подставить плечо, утешить добрым словом. Поймут это и родные Матрёны Григорьевой, однако раскаяние придёт слишком поздно. Виктория Арутюнян",0,human,none
essay_350,"Среди второстепенных персонажей знаменитого произведения Федора Достоевского «Преступление и наказание» интерес у многих читателей вызывает студент Дмитрий Разумихин. Писатель явно неспроста раскрыл образ этого героя – сироты, выходца из некогда богатой дворянской семьи, у которого остался лишь один родственник, но и тот изредка появлялся в Петербурге. Вообще же, Дмитрий Разумихин и Родион Раскольников очень похожи – они одного возраста, учились в одном университете, где и познакомились, а потом и подружились. Они оба не закончили учебу – бросили из-за проблем с деньгами. Плотным и близким их общение было около полутора лет. Разумихин в то же время являлся противоположностью Раскольникова – он был против теории бесчеловечности, которой придерживался Родион, хоть и был так называемым «маленьким человеком». Дмитрию нет интереса до великого дела и глобальной жертвы во имя высоких идеалов и прочих пафосных глупостей – он человек более житейский, он задумывается на жизненных проблемах, на поступках, от которых жизнь меняется в лучшую сторону, пускай и незначительно. Он отрицательно относится к семействам Лужиных и Свидригайловых, но, по причине развитой морали и собственной нравственности, он никому не причиняет вреда. Что примечательно, Разумихин – не настоящая фамилия Дмитрия. Он – Вразумихин, но автор, убрав одну букву, таким образам отметил, что парень никого не учит, однако, его изречения порой мудры и всегда со смыслом. По мере раскрытия Разумихина мы понимаем, что перед нами – разносторонний и неоднозначный персонаж, его внутренний мир глубже, чем кажется на первый взгляд. Внешне Дмитрий худ и неряшлив, плохо выбрит. Но он был высоким, имел крепкое телосложение, отчего походил на богатыря и носил всегда чистую одежду. В него влюбилась девушка Дуня, несмотря на то, что он был странным – веселым и общительным, неуклюжим и забавным. Были на то и еще причины – Дмитрий уважал членов ее семьи и был вежлив с ними, в то время как к другим людям Разумихин относился более холодно и жестко. Несмотря на свою образованность, острый ум и проницательность, Дмитрий – человек добрый и простой, он живет, надеясь на то, что жизнь его станет лучше. В этом он резко контрастирует со своим другом Родионом, который не вынес трудностей бедного, нищенского существования. Ведь Разумихин не унывал в любой ситуации и не опускал руки, всегда стремился улучшить свое положение, вертелся, как белка в колесе. Но, кроме работы, находил он время и для посещения своих родных и близких. Так, он приходил к Родиону, когда тот болел, заступался за него, когда того в чем-то обвиняли. А поскольку Разумихину люди доверяли – ведь они считали его стоящим человеком – то у него это получалось. Только лучшие друзья знали истинную натуру Дмитрия, которая была весьма глубокой и доброй – он является человеком надежным, он заботлив, однако, ему не чужды и недостатки – он может выпить и почудить. Но, в силу своего характера и натуры, он стыдился своих чудачеств. Таким образом, мы видим, что Разумихин – это полная противоположность Раскольникова. Он понимал, что злом до добра не дойти, счастливым не стать. У него было иное мнение на этот счет – стать лучше можно, если заниматься саморазвитием, трудиться и относиться человечно к людям. В итоге можно сказать, что простой, небогатый, но упорный и трудолюбивый молодой человек обрел свое счастье и свободу, жизнь наградила его за труды любовью и семьей.",0,human,none
essay_351,"Доброта – это синоним милосердия, отзывчивости, это постоянная готовность помочь людям. Благожелательность, вежливость, великодушие и бескорыстие являются отличающими качествами доброго человека. Такие люди, совершая благородные поступки, не ждут ничего в ответ, ведь они обладают большим сердцем. Они готовы жертвовать собой и своими интересами ради близких, друзей и даже незнакомых людей. Русские писатели с особой теплотой изображали героев, чьим неотъемлемым качеством была доброта. Истинным примером доброты, отзывчивости, милосердия является героиня романа Ф. М. Достоевского «Преступление и наказание» Соня Мармеладова. Она пошла по «желтому билету», чтобы добыть деньги для умирающей от голода семьи. Девушка кормила мачеху, ее детей и пьющего отца, но не упрекала их, а смиренно несла свой тяжелый крест. Но ее главные качества проявляются тогда, когда героиня сострадает Раскольникову, чувствует его боль и, как может, поддерживает его. Она старается указать ему путь к богу, уговаривает его покаяться и явиться с повинной. Именно Сонечка едет за Родионом в Сибирь и там становится нужной окружающим его людям. Можно с уверенностью сказать, что только благодаря этой девушке герой приходит к вере и возрождается для новой жизни. Какими же качествами можно ее охарактеризовать? Ей присущи такие свойства, как благородство, такт, милосердие и гуманность. Любимый герой Л. Н. Толстого, Пьер Безухов из романа «Война и мир» тоже служит примером доброты и бескорыстия. Именно Пьер поддерживает своего друга Болконского в трудные минуты его жизни. Безухов оказывается рядом с больной Наташей после ее неудавшегося побега с Курагиным. Пьер заступается за грузинку, спасает ребенка в пустующей Москве, именно он хочет убить Наполеона как источник всех бед России, но после встречи с Платоном Каратаевым понимает, что народу нужна иная помощь. Поэтому после войны мужчина жаждет заняться кардинальным переустройством России. Значит, этого человека украшают такие добродетели, как сострадательность, великодушие и деятельная любовь к людям. Таким образом, на примере литературных героев мы видим, что обладатель такого качества, как доброта – это бескорыстный человек, готовый всегда прийти на помощь, способный на сочувствие и сострадание, а такими свойствами может обладать только благородная и сильная личность. Алёна Грошенкова",0,human,none
essay_352,"Повесть «Портрет» Н.В. Гоголя является одной из злободневных классических книг. Там поднимается проблема обесценивания и монетизации искусства подобно низкопробному ремеслу. Это центральная тема произведения, потому и роль искусства в нем выходит на первый план. Молодой художник Чартков, не зная прошлого антикварной вещи, покупает старинный портрет в одном из захолустных магазинчиков, поразившись качеством работы и крайней натуралистичностью образа портретируемого. Ночью ему снится сон: будто бы старик выходит из картины, показывая Чарткову деньги. Найдя купную сумму наяву, живописец становится успешным и обеспеченным, однако лишается таланта. И однажды увидев работу одаренного творца, понимает, что он потерял. В попытке изничтожить все работы талантливых мастеров, скупая их, Чартков так и умирает, не оставив никакого творческого наследия.Таким образом, мы видим, что именно на понятии искусства как некоего вечного и неоценимого субстрата держится повествование в произведении. Автор говорит о бесценности творчества, наполненного драгоценным видением. Материальное, по Гоголю, гораздо ниже ментального, а талант – выше выгоды. Потеряв дар, ты теряешь самоощущение и самосознание, а далее – свою личность и душу. Во второй части повести в пространстве аукциона рассказывается история картины. На ней изображен ростовщик. И сотворил изображение человек завистливый, яро пытавшийся догнать своего талантливого ученика, в том числе согласившись на написание «нашего» портрета. По странному стечению обстоятельств ростовщик умирает, но его темный дух переселился в полотно. Гордыня и зависть художника, так смело воплотившиеся в личности ростовщика и ставшие основой портрета, запускают механизм несчастий. Впоследствии автор произведения постригся в монастырь, придя к здравому осмыслению искусства как ценности моральной и светлой, помогающей выжить и обрести самоё себя. В данном случае очищающая функция праведного искусства налицо – творец спасся от злого рока Чарткова – он одержал победу в борьбе с меркантильными потребностями личности человека и осознал неоценимость истинных талантов и истинно художественных трудов. Таким образом, искусство, ставшее эстетической подоплекой повести Гоголя, — это не метод наживы под прикрытием ремесла технического. Искусство – это, прежде всего, неоценимый талант, поддерживаемый эмоционально, но никоим образом не материально. София Ткаченко",0,human,none
essay_353,"Вне всякого сомнения, война – это важное и масштабное событие. Никто не будет отрицать, что именно борьба сделала мир и человечество такими, какие они есть. Все согласятся и с тем, что это воистину жестокое дело. Многие великие писатели раскрывали перед нами тему войны, невообразимые ужасы, которые творят воюющие стороны, ради того, чтобы понять нормальна ли та жестокость, или же от неё нужно избавиться, как от пережитка варварства? Русские писатели, по моему мнению, смогли глубже всего вникнуть в эту проблему и ответить на поставленный вопрос. Исторический роман-эпопея «Война и мир» Л.Н. Толстого рассказывает о войнах России против наполеоновской Франции. Писатель во всех подробностях рисует все ужасы, с которыми сталкиваются люди в это время: пылающие города и деревни, ямы, заваленные трупами, оторванные конечности, расправы победителей над проигравшими, люди, потерявшие всё, и злодеи, нажившиеся на всём этом. Однако, описывая всё это, Толстой остаётся совершенно бесстрастным, разумеется, его трогают страдания людей, но он смотрит гораздо глубже. Сама война, когда одни воины идут убивать других бойцов по воле королей, императоров и полководцев, является ужасным, противным человеческой природе преступлением. Жестокость на войне происходит не из-за того, что люди — жестокие создания, а потому что сама борьба пробуждает в них самые низменные чувства, превращая их в зверей. К сожалению, война и жестокость неразлучны, одно порождает другое. Нечто похожее мы видим и у Михаила Шолохова в романе «Тихий Дон». Писатель во всех подробностях рисует жестокость Гражданской войны в России первой половины двадцатого века. Расправы над пленными, грабежи, террор в отношении мирных жителей и прочие военные преступления, совершаемые всеми сторонами конфликта, присутствуют на протяжении всего повествования. Автор показывает, как рушится мирная жизнь, и исчезают многовековые устои жизни, но видит в этом не столько пример жестокости людей, сколько исторический процесс, борьбу старого и нового. Глубоко сожалея о происходящих ужасах, Шолохов тем не менее показывает, что везде есть место и милосердию на примере старушки, спасшей красногвардейца от расправы со стороны казаков. Несмотря на жестокость истории, у человека всегда есть выбор, поэтому он лично может и отказаться от агрессии, спасая, а не убивая людей. Таким образом, жестокость – это следствие войны, очень сложно бороться против себе подобных и не ожесточиться при этом. Поэтому эти понятия всегда будут взаимосвязаны. Но каждый человек может и должен бороться не с внешними врагами, а со своими собственными недостатками, изгоняя лишнюю агрессию из фронтового обихода. Только тогда удастся что-то изменить. Михаил Щепин",0,human,none
essay_354,"Иван Цыганок не является центральной фигурой в повести М.Горького «Детство», его персонаж второстепенный. Однако, несмотря на это, история Цыганка раскрывает нам много важных деталей относительно быта и нравов семьи по тем временам, которые, в свою очередь, являются центральными персонажами произведения. Помимо этого, на примере судьбы Ивана мы можем полнее прочувствовать дух того времени, ощутить насколько ничтожна цена человеческой жизни в масштабах целого государства. А судьба Ивана складывается не просто. Младенцем его подкидывают к воротам семьи Кашириных. Акулина Ивановна, хозяйка, проникается любовью к маленькому беззащитному существу. Она потеряла к тому времени несколько своих родных детей, поэтому уговаривает мужа усыновить подкидыша. Она считает это Божьим подарком, знаком, который был прислан ей как утешение в ее горе. Мальчик рос здоровым, обладал веселым, общительным характером. За смуглую кожу, раскосые глаза и воровские повадки его и прозвали “Цыганок”. С самого раннего детства его учили ремеслу и он хорошо и старательно учился. К своим 19 годам Цыганок был отличным мастером, “золотые руки”, поэтому в семье Кашириных его любят, даже дедушка бранит его не так часто и сердито, как своих родных сыновей. А ещё Цыганок любит ради развлечения подворовывает на базаре, и за это в семье его тоже ценят. Ворует он не ради наживы, просто ему нравится это делать. Нет в нём ни жадности, ни корысти — всё ворованное добро он отдаёт Якову и Михаилу. И мы верим ему, потому что герой очень жизнерадостен, веселится и развлекается почти всё свободное время. Танцует, поёт песни, показывает фокусы и шутит, дурачится как ребенок, несмотря на свой по тем временам большой возраст. Когда Алёша появляется в доме Кашириных, Цыганок ему нравится сразу же. С самого начала он спасает его: подставляет руку под розги, которыми хотел наградить Алексея обезумевший от злости дед. Алёша видит, что у Ивана доброе сердце, старается сблизиться с ним, внемлит ему и дурачится вместе с ним. Цыганок отвечает добротой и участием, между мальчиками возникает дружба. Цыганок делится с ним откровением, что из всей семьи он любит только бабушку Акулину, а других считает жестокими и жадными людьми. Про Алешу он говорит, что тот из «другой породы», из семьи Пешковых, и это для него главная отличительная черта в Алёше. Цыганок оставил самые яркие впечатления в сердце Алексея. Он веселый, задорный, бесшабашный, радостный, автор сравнивает его с волчком, который вертится всё время без остановки. Внезапная смерть Цыганка шокирует Алексея и раскрывает тайну настоящего положения дел в семье Кашириных. История произошла очень символичная: Иван помогает своим сводным братьям Михаилу и Якову перенести с одного места на другое тяжелейший крест для могилы. В ходе этой работы Цыганок поскользнулся и упал. А братья, вместо того, чтобы помочь Ивану, скидывают крест сверху на него, фактически убив. Трудно сказать был ли этот план продуман самого начала или возник спонтанно. Но ясно лишь одно — Михаил и Яков никогда не считали Ивана братом, более того, они лишь использовали его, ненавидели втихаря, желали смерти. Далее выясняется, что Дед Василий знал о поведении внуков и их отношении, но бездействовал многие годы. В итоге мы видим напрасно загубленного талантливого человека, которого обижали и использовали многие годы члены собственной семьи. Это раскрывает истинное лицо братьев Кашириных и их деда. Мы понимаем, что эти люди не делают добро просто так, а лишь для того, чтобы извлечь из этого выгоду. А слепота нравственная не даёт им разглядеть и оценить доброту и талантливость того человека, которого они использовали и убили, оставшись совершенно безнаказанными за свой страшный поступок.",0,human,none
essay_355,"Рассказы великого русского писателя И.С. Тургенева занимают важное место в русской культуре. Одно из самых известных творений автора — рассказ «Му-му» — во всей полноте вырисовывает перед читателем образ Российской империи и крепостничества девятнадцатого века. В нём Тургенев создал один из самых трагичных образов отечественной литературы — крепостного глухонемого мужика Герасима, чья судьба наглядно показывает весь ужас крепостного права. Его история начинается в глухой деревне, где Герасим прожил большую часть жизни. Он исправно работал в поле, успешно вёл хозяйство, как и положено честному пахарю. Но судьба свела его с вдовствующей барыней, которая забрала его в Москву, сделав своим дворником. Из-за мимолётной прихоти он был насильно помещён во враждебную городскую среду. Герасим плохо прижился в Москве, работа была слишком простой и не удовлетворяла его, а дворня, окружавшая барыню, опасалась его за угрюмый и грозный вид. Однако Тургенев показал, что под личиной недалёкого мужика скрывается нежная, добрая натура. Полюбив девушку Татьяну, Герасим окружил её заботой, постоянно даря её подарки и даже сметая грязь с её пути. К сожалению, добрые намерения этого глухонемого великана вызывали у окружающих только смех, а сама Татьяна испытывала к внезапному благодетелю только страх. Лишь спустя несколько лет она наконец-то поняла искреннее чувство Герасима, но было уже поздно. В конце концов, дворник нашёл единственное живое существо, с которым он чувствовал себя счастливым. Бездомная собачонка Му-Му стала отдушиной для деревенского мужика. Но снова именно барыня разрушила, казалось бы, наладившуюся жизнь героя. По её капризу собаку сначала убрали со двора, а потом, когда Му-Му самостоятельно вернулась к своему хозяину, приказала утопить собаку. С тяжёлым сердцем Герасим выполнил ее волю, но именно этот удар стал последней каплей. Потеряв последнюю ниточку, что связывала его с Москвой, он освободился от страха перед властной барыней и самовольно вернулся в родную деревню. В облике глухонемого Герасима перед нами предстал весь русский народ, каким его видел Тургенев. На первый взгляд он кажется забитым, убогим и грубым, не способным ответить своим обидчикам. Но под внешней оболочкой скрывается богатый внутренний мир и твёрдый, принципиальный дух, который никто и никогда не сможет сломить. Михаил Щепин",0,human,none
essay_356,"Василь Быков – писатель войны. Почти во всех своих произведениях он старался максимально реалистично показать все острые и накаленные события и поставить героев перед необходимостью выбора, перед неизбежностью принятия решения. Повесть «Сотников», в которой автор делает акцент на трагической стороне войны, не стала исключением. Читатель знакомится с Сотниковым – бывшим учителем, который был призван в армию в 1939 году, а после командовал батареей. Бежавший из плена и повидавший ужасы войны, главный герой уже не страшится смерти. Единственное обстоятельство, которого он действительно боится – стать обузой для других. Быков рисует образ Сотникова в противопоставлении другому герою повести – Рыбаку. Оба персонажа ведут себя одинаково до последнего, решающего момента, когда перед обоими стоит выбор – стать предателем и выжить или умереть, но умереть с достоинством. Своим поступком, попыткой спасти жизни других, Сотников хочет помочь старосте и Демчихе, но на самом деле, эта жертва была необходима ему самому. Он до конца предан своим убеждениям, а потому его не пугают ни пытки, ни приближающаяся смерть. Рыбак готовится стать полицаем и, чтобы доказать свою лояльность, собственноручно убивает Сотникова. Он идет дорогой нравственного падения, которого его бывший напарник в силу своего бесстрашия и обостренного чувства долга перед другими людьми смог избежать. Поддавшись страху, Рыбак смог выжить, но вместе с тем обрек себя на жизнь, полную мук совести, тогда как Сотников даже в такой сложной ситуации остался человеком и умер с достоинством. Динара Зинатулина",0,human,none
